[23:27:17] [main/INFO]: ModLauncher running: args [--username, megalodon7612, --version, forge-47.4.0, --gameDir, C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9, --assetsDir, C:\Users\user\curseforge\minecraft\Install\assets, --assetIndex, 5, --uuid, 160e99c51a494be1bd270aebcbbcdc2a, --accessToken, ????????, --clientId, 2a1b18-1005359-d911ea-74f0ec-29cd15, --xuid, 2535427159644246, --userType, msa, --versionType, release, --width, 1024, --height, 768, --launchTarget, forgeclient, --fml.forgeVersion, 47.4.0, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[23:27:17] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8 by Eclipse Adoptium; OS Windows 10 arch amd64 version 10.0
[23:27:17] [main/WARN]: Configuration file C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\config\fml.toml is not correct. Correcting
[23:27:17] [main/INFO]: Incorrect key [earlyWindowLogHelpMessage] was corrected from null to true
[23:27:17] [main/INFO]: Incorrect key [earlyWindowShowCPU] was corrected from null to false
[23:27:20] [main/INFO]: Loading ImmediateWindowProvider fmlearlywindow
[23:27:20] [main/INFO]: Trying GL version 4.6
[23:27:20] [main/INFO]: If this message is the only thing at the bottom of your log before a crash, you probably have a driver issue.

Possible solutions:
A) Make sure Minecraft is set to prefer high performance graphics in the OS and/or driver control panel
B) Check for driver updates on the graphics brand's website
C) Try reinstalling your graphics drivers
D) If still not working after trying all of the above, ask for further help on the Forge forums or Discord
[23:27:48] [modloading-worker-0/WARN]: Configuration file C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\config\naturalist.toml is not correct. Correcting
[23:27:48] [modloading-worker-0/WARN]: Incorrect key Mob Spawn Weights was corrected from null to its default, SimpleCommentedConfig:{}. 
[23:27:48] [modloading-worker-0/WARN]: Incorrect key Mob Spawn Weights.forestRabbitSpawnWeight was corrected from null to its default, 6. 
[23:27:48] [modloading-worker-0/WARN]: Incorrect key Mob Spawn Weights.forestFoxSpawnWeight was corrected from null to its default, 6. 
[23:27:48] [modloading-worker-0/WARN]: Incorrect key Mob Spawn Weights.snailSpawnWeight was corrected from null to its default, 5. 
[23:27:48] [modloading-worker-0/WARN]: Incorrect key Mob Spawn Weights.snakeSpawnWeight was corrected from null to its default, 4. 
[23:27:48] [modloading-worker-0/WARN]: Incorrect key Mob Spawn Weights.coralSnakeSpawnWeight was corrected from null to its default, 4. 
[23:27:48] [modloading-worker-0/WARN]: Incorrect key Mob Spawn Weights.rattlesnakeSpawnWeight was corrected from null to its default, 4. 
[23:27:48] [modloading-worker-0/WARN]: Incorrect key Mob Spawn Weights.fireflySpawnWeight was corrected from null to its default, 8. 
[23:27:48] [modloading-worker-0/WARN]: Incorrect key Mob Spawn Weights.bluejaySpawnWeight was corrected from null to its default, 8. 
[23:27:48] [modloading-worker-0/WARN]: Incorrect key Mob Spawn Weights.canarySpawnWeight was corrected from null to its default, 8. 
[23:27:48] [modloading-worker-0/WARN]: Incorrect key Mob Spawn Weights.cardinalSpawnWeight was corrected from null to its default, 8. 
[23:27:48] [modloading-worker-0/WARN]: Incorrect key Mob Spawn Weights.robinSpawnWeight was corrected from null to its default, 8. 
[23:27:48] [modloading-worker-0/WARN]: Incorrect key Mob Spawn Weights.finchSpawnWeight was corrected from null to its default, 8. 
[23:27:48] [modloading-worker-0/WARN]: Incorrect key Mob Spawn Weights.sparrowSpawnWeight was corrected from null to its default, 8. 
[23:27:48] [modloading-worker-0/WARN]: Incorrect key Mob Spawn Weights.butterflySpawnWeight was corrected from null to its default, 20. 
[23:27:48] [modloading-worker-0/WARN]: Incorrect key Mob Spawn Weights.duckSpawnWeight was corrected from null to its default, 15. 
[23:27:48] [modloading-worker-0/WARN]: Incorrect key Mob Spawn Weights.bearSpawnWeight was corrected from null to its default, 8. 
[23:27:48] [modloading-worker-0/WARN]: Incorrect key Mob Spawn Weights.deerSpawnWeight was corrected from null to its default, 8. 
[23:27:48] [modloading-worker-0/WARN]: Incorrect key Mob Spawn Weights.rhinoSpawnWeight was corrected from null to its default, 15. 
[23:27:48] [modloading-worker-0/WARN]: Incorrect key Mob Spawn Weights.lionSpawnWeight was corrected from null to its default, 8. 
[23:27:48] [modloading-worker-0/WARN]: Incorrect key Mob Spawn Weights.elephantSpawnWeight was corrected from null to its default, 10. 
[23:27:48] [modloading-worker-0/WARN]: Incorrect key Mob Spawn Weights.zebraSpawnWeight was corrected from null to its default, 10. 
[23:27:48] [modloading-worker-0/WARN]: Incorrect key Mob Spawn Weights.giraffeSpawnWeight was corrected from null to its default, 10. 
[23:27:48] [modloading-worker-0/WARN]: Incorrect key Mob Spawn Weights.hippoSpawnWeight was corrected from null to its default, 15. 
[23:27:48] [modloading-worker-0/WARN]: Incorrect key Mob Spawn Weights.vultureSpawnWeight was corrected from null to its default, 15. 
[23:27:48] [modloading-worker-0/WARN]: Incorrect key Mob Spawn Weights.boarSpawnWeight was corrected from null to its default, 8. 
[23:27:48] [modloading-worker-0/WARN]: Incorrect key Mob Spawn Weights.dragonflySpawnWeight was corrected from null to its default, 1. 
[23:27:48] [modloading-worker-0/WARN]: Incorrect key Mob Spawn Weights.catfishSpawnWeight was corrected from null to its default, 8. 
[23:27:48] [modloading-worker-0/WARN]: Incorrect key Mob Spawn Weights.alligatorSpawnWeight was corrected from null to its default, 15. 
[23:27:48] [modloading-worker-0/WARN]: Incorrect key Mob Spawn Weights.bassSpawnWeight was corrected from null to its default, 8. 
[23:27:48] [modloading-worker-0/WARN]: Incorrect key Mob Spawn Weights.lizardSpawnWeight was corrected from null to its default, 15. 
[23:27:48] [modloading-worker-0/WARN]: Incorrect key Mob Spawn Weights.tortoiseSpawnWeight was corrected from null to its default, 15. 
[23:27:48] [modloading-worker-0/INFO]: Loaded [apotheosis] compatibility
[23:27:48] [modloading-worker-0/INFO]: Thirdparty integration activated for [cofh_core,immersiveengineering,computercraft,jei,botania,mekanism,curios,patchouli,create]
[23:27:48] [modloading-worker-0/INFO]: Loading compat for mod appleskin
[23:27:48] [modloading-worker-0/INFO]: Loading compat for mod farmersdelight
[23:27:48] [modloading-worker-0/INFO]: Loading compat for mod undergarden
[23:27:48] [modloading-worker-0/INFO]: Loading compat for mod eidolon
[23:27:48] [modloading-worker-0/INFO]: Creating directory for additional Better Strongholds configuration at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\config\betterstrongholds\forge-1_20
[23:27:48] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbultimine:send_shape
[23:27:48] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbultimine:key_pressed
[23:27:48] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbultimine:mode_changed
[23:27:48] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbultimine:sync_config_from_server
[23:27:48] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbultimine:sync_config_to_server
[23:27:48] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbultimine:edit_config
[23:27:48] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbultimine:sync_ultimine_time
[23:27:48] [modloading-worker-0/INFO]: FTB Ranks detected, listening for ranks events
[23:27:48] [modloading-worker-0/INFO]: Registering C2S receiver with id findme:default/93a3df5fb37f371cb25c481f6e5b9323
[23:27:48] [modloading-worker-0/INFO]: Registering S2C receiver with id findme:default/93a3df5fb37f371cb25c481f6e5b9323
[23:27:48] [modloading-worker-0/INFO]: Registering C2S receiver with id findme:default/b71e26ec071d32928d9fb5d2c3ec8a7a
[23:27:48] [modloading-worker-0/INFO]: Registering S2C receiver with id findme:default/b71e26ec071d32928d9fb5d2c3ec8a7a
[23:27:48] [modloading-worker-0/INFO]: Registering C2S receiver with id findme:default/1f516f929b313631ad555a7b42b1d39c
[23:27:48] [modloading-worker-0/INFO]: Registering S2C receiver with id findme:default/1f516f929b313631ad555a7b42b1d39c
[23:27:48] [modloading-worker-0/INFO]: Registering S2C receiver with id ftblibrary:edit_nbt
[23:27:48] [modloading-worker-0/INFO]: Registering class observable.net.BetterChannel$PartialPacketBegin
[23:27:48] [modloading-worker-0/INFO]: Registering C2S receiver with id ftblibrary:edit_nbt_response
[23:27:48] [modloading-worker-0/INFO]: Registering S2C receiver with id ftblibrary:sync_known_server_registries
[23:27:48] [modloading-worker-0/INFO]: Registering S2C receiver with id ftblibrary:edit_config
[23:27:48] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbessentials:update_tab_name
[23:27:48] [modloading-worker-0/WARN]: Method overwrite conflict for getPalettes in immersiveengineering.mixins.json:accessors.TemplateAccess, previously written by com.almostreliable.morejs.mixin.structure.StructureTemplateMixin. Skipping method.
[23:27:48] [modloading-worker-0/WARN]: Method overwrite conflict for getPalettes in ars_nouveau.mixins.json:structure.StructureTemplateAccessor, previously written by com.almostreliable.morejs.mixin.structure.StructureTemplateMixin. Skipping method.
[23:27:48] [modloading-worker-0/WARN]: Method overwrite conflict for getPalettes in structure_gel.mixins.json:StructureTemplateAccessor, previously written by com.almostreliable.morejs.mixin.structure.StructureTemplateMixin. Skipping method.
[23:27:48] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbteams:sync_teams
[23:27:48] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbteams:sync_message_history
[23:27:48] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbteams:open_gui
[23:27:48] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbteams:open_my_team_gui
[23:27:48] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbchunks:request_map_data
[23:27:48] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbteams:update_settings
[23:27:48] [modloading-worker-0/INFO]: Registering C2S receiver with id minecraft:channel/observable/61a49a35c5283c0aaa7b0dfea5b7a53a
[23:27:48] [modloading-worker-0/INFO]: Registering S2C receiver with id minecraft:channel/observable/61a49a35c5283c0aaa7b0dfea5b7a53a
[23:27:48] [modloading-worker-0/INFO]: Registered class observable.net.BetterChannel$PartialPacketBegin
[23:27:48] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbchunks:share_waypoint
[23:27:48] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbteams:update_settings_response
[23:27:48] [modloading-worker-0/INFO]: Registering class observable.net.BetterChannel$PartialPacketData
[23:27:48] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbchunks:send_all_chunks
[23:27:48] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbteams:send_message
[23:27:48] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbteams:send_message_response
[23:27:48] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbchunks:login_data
[23:27:48] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbteams:update_presence
[23:27:48] [modloading-worker-0/INFO]: Registering C2S receiver with id minecraft:channel/observable/3dd73fd88be832559bc3a3c4a2e63b4a
[23:27:48] [modloading-worker-0/INFO]: Registering S2C receiver with id minecraft:channel/observable/3dd73fd88be832559bc3a3c4a2e63b4a
[23:27:48] [modloading-worker-0/INFO]: Registered class observable.net.BetterChannel$PartialPacketData
[23:27:48] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbchunks:request_chunk_change
[23:27:48] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbteams:create_party
[23:27:48] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbchunks:send_chunk
[23:27:48] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbteams:player_gui_operation
[23:27:48] [modloading-worker-0/INFO]: Registering class observable.net.C2SPacket$InitTPSProfile
[23:27:48] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbchunks:send_general_data
[23:27:48] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbchunks:teleport_from_map
[23:27:48] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbchunks:player_death
[23:27:48] [modloading-worker-0/INFO]: Registering C2S receiver with id minecraft:channel/observable/b453c08f23b83b82b690c31bf8b2a45a
[23:27:48] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbchunks:send_visible_player_list
[23:27:48] [modloading-worker-0/INFO]: Registering S2C receiver with id minecraft:channel/observable/b453c08f23b83b82b690c31bf8b2a45a
[23:27:48] [modloading-worker-0/INFO]: Registered class observable.net.C2SPacket$InitTPSProfile
[23:27:48] [modloading-worker-0/INFO]: Registering class observable.net.C2SPacket$RequestAvailability
[23:27:48] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbchunks:sync_tx
[23:27:48] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbchunks:sync_rx
[23:27:48] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbchunks:loaded_chunk_view
[23:27:48] [modloading-worker-0/INFO]: Registering C2S receiver with id minecraft:channel/observable/0c662822629034678f5a8f0e70375315
[23:27:48] [modloading-worker-0/INFO]: Registering S2C receiver with id minecraft:channel/observable/0c662822629034678f5a8f0e70375315
[23:27:48] [modloading-worker-0/INFO]: Registered class observable.net.C2SPacket$RequestAvailability
[23:27:48] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbchunks:send_player_position
[23:27:48] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbchunks:update_force_load_expiry
[23:27:48] [modloading-worker-0/INFO]: Registering class observable.net.S2CPacket$ProfilingStarted
[23:27:48] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbchunks:server_config_request
[23:27:48] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbchunks:server_config_response
[23:27:48] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbchunks:chunk_change_response
[23:27:48] [modloading-worker-0/INFO]: Registering C2S receiver with id minecraft:channel/observable/2e815604a29b3a5cbfe0208e619d86c4
[23:27:48] [modloading-worker-0/INFO]: Registering S2C receiver with id minecraft:channel/observable/2e815604a29b3a5cbfe0208e619d86c4
[23:27:48] [modloading-worker-0/INFO]: Registered class observable.net.S2CPacket$ProfilingStarted
[23:27:48] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbchunks:request_block_color
[23:27:48] [modloading-worker-0/INFO]: Registering class observable.net.S2CPacket$ProfilingCompleted
[23:27:48] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbchunks:add_waypoint
[23:27:48] [modloading-worker-0/INFO]: Registering C2S receiver with id minecraft:channel/observable/9ae83199b65a3768862799cc5e461a02
[23:27:48] [modloading-worker-0/INFO]: Registering S2C receiver with id minecraft:channel/observable/9ae83199b65a3768862799cc5e461a02
[23:27:48] [modloading-worker-0/INFO]: Registered class observable.net.S2CPacket$ProfilingCompleted
[23:27:48] [modloading-worker-0/INFO]: Registering class observable.net.S2CPacket$ProfilerInactive
[23:27:48] [modloading-worker-0/WARN]: The mod rubidium was detected: disabling morphing animation to avoid crashing while rendering.
[23:27:48] [modloading-worker-0/INFO]: Registering C2S receiver with id minecraft:channel/observable/ae8dfae1238e312397aa53e9d14c45ca
[23:27:48] [modloading-worker-0/INFO]: Registering S2C receiver with id minecraft:channel/observable/ae8dfae1238e312397aa53e9d14c45ca
[23:27:48] [modloading-worker-0/INFO]: Registered class observable.net.S2CPacket$ProfilerInactive
[23:27:48] [modloading-worker-0/INFO]: Registering class observable.net.S2CPacket$ProfilingResult
[23:27:48] [modloading-worker-0/INFO]: Registering C2S receiver with id minecraft:channel/observable/3a94cae7336038df9152bcb7b4b94825
[23:27:48] [modloading-worker-0/INFO]: Registering S2C receiver with id minecraft:channel/observable/3a94cae7336038df9152bcb7b4b94825
[23:27:48] [modloading-worker-0/INFO]: Registered class observable.net.S2CPacket$ProfilingResult
[23:27:48] [modloading-worker-0/INFO]: Registering class observable.net.S2CPacket$Availability
[23:27:48] [modloading-worker-0/INFO]: Registering C2S receiver with id minecraft:channel/observable/c86a824e756d312396d1ba30e943e6aa
[23:27:48] [modloading-worker-0/INFO]: Registering S2C receiver with id minecraft:channel/observable/c86a824e756d312396d1ba30e943e6aa
[23:27:48] [modloading-worker-0/INFO]: Registered class observable.net.S2CPacket$Availability
[23:27:48] [modloading-worker-0/INFO]: Registered bogey styles from railways
[23:27:48] [modloading-worker-0/INFO]: Loading up Void Totem (Forge)
[23:27:48] [modloading-worker-0/INFO]: Loaded common.properties
[23:27:48] [modloading-worker-0/INFO]: Loaded dev.properties
[23:27:48] [modloading-worker-0/INFO]: Looking for KubeJS plugins...
[23:27:48] [modloading-worker-0/INFO]: Found plugin source kubejs
[23:27:48] [modloading-worker-0/WARN]: Plugin dev.latvian.mods.kubejs.integration.forge.gamestages.GameStagesIntegration does not have required mod gamestages loaded, skipping
[23:27:48] [modloading-worker-0/INFO]: Found plugin source ldlib
[23:27:48] [modloading-worker-0/INFO]: Found plugin source ftbxmodcompat
[23:27:48] [modloading-worker-0/WARN]: Plugin dev.ftb.mods.ftbxmodcompat.ftbfiltersystem.kubejs.FFSKubeJSPlugin does not have required mod ftbfiltersystem loaded, skipping
